Numele de familie
Ciobotaru
Darie
Ifrim
Nicoară
Pașca
Pătru
Simionescu
Vulpe
Aldea
Bodea
Busuioc
Martin
Trifan
Chiru
Duă
Duu
Nicola
Pana
Paul
Alexandrescu
Dumitrascu
Nechita
Visan
Voica
Balaban
Fodor
Pantea
Radulescu
Stamate
Vladu
Vrabie
Drăgoi
Duma
Dumitriu
Ionita
Neculai
Vieru
Dragan
Mitrea
Moisa
Raicu
Voiculescu
Bărbulescu
Bunea
Cercel
Cruceru
Demian
Enescu
Grigoraș
Lascu
Miclea
Nicolau
Nicula
Palade
Botezatu
Chirila
Feraru
Frăilă
Ghita
Gligor
Mocan
Postolache
Rădoi
Solomon
Tataru
Cîrstea
Coste
Dragomirescu
Dragoș
Gorgan
Haiduc
Olah
Petric
Poenaru
Apostu
Goia
Incze
Lepădatu
Neagoe
Vaida
Vîlceanu
Andronache
Bara
Barbulescu
Bica
Ciucă
Corbu
Draghici
Duca
Lefter
Maier
Pleșa
Pricop
Sas
Szekely
Covaci
Dinca
Dinescu
Gergely
Gheorghiă
Marc
Mihaila
Rosca
Dragos
Ivașcu
Papp
Pârvu
Paun
Raiu
Rizea
State
Szocs
Arsene
Badescu
Balog
Bănică
Belu
Bordei
Bot
Cadar
Carp
Cîmpean
Dobra
Goga
Grigoriu
Mirică
Olar
Oprean
Spiridon
Tatu
Todea
Abrudan
Bordea
Botea
Ivanov
Marton
Morariu
Petru
Stana
Șerbănescu
Tudoran
Andor
Catana
Ciolan
Crisan
Imreh
Iuga
Jakab
Laszlo
Marina
Mitrache
Nan
Petrache
Timofte
Todor
Berinde
Buta
Ciubotaru
Farcas
Gaspar
Jipa
Lăcătușu
Lăzărescu
Lovin
Maftei
Matache
Mititelu
Mitroi
Murariu
Nichita
Sirbu
Albert
Ban
Bîrsan
Bujor
Butnaru
Chelaru
Ciuca
Filipescu
Horvat
Isac
Lucaci
Lupea
Manda
Marcus
Moroianu
Nemes
Onea
Pacurar
Pojar
Sorescu
Stoicescu
Szasz
Vancea
Veres
Vesa
Alecu
Baba
Bala
Burtea
Deac
Demeter
Fota
Gherghe
Gyorgy
Kis
Lucaciu
Lung
Mincu
Mustaă
Obreja
Panaite
Porumb
Puscas
Răducan
Sanda
Stratulat
Stroia
Tache
Vaduva
Zamfirescu
Amza
Aron
Barna
Cristian
Curea
Dragnea
Gavrilescu
Grădinaru
Manolescu
Manu
Mate
Onofrei
Rada
Sabau
Săndulescu
Scarlat
Spătaru
Trăistaru
Badiu
Banciu
Boca
Boros
Cirstea
Dediu
Faur
Gagiu
Horvath
Ilies
Kelemen
Manciu
Mihailescu
Minea
Negulescu
Păcurar
Pruteanu
Sandru
Sălăjan
Stefanescu
Trifu
Anca
Andone
Apetrei
Balazs
Bartha
Eftimie
Frîncu
Ilinca
Luncan
Marica
Miclăuș
Mitrofan
Nedea
Pirvu
Rad
Răducanu
Stănciulescu
Timar
Ambrus
Andreica
Antonie
Buzoianu
Ciolacu
Cuc
Dorobanu
Igna
Leahu
Lupescu
Mihaly
Mihu
Musat
Neag
Negoita
Petrică
Pîrvulescu
Sabo
Smeu
Stănică
Stroescu
Szilagyi
Urs
Vasiu
Velicu
Vintilă
Vizitiu
Axinte
Balaci
Breazu
Butoi
Catană
Dimitriu
Enea
Farkas
Fazakas
Florian
Geantă
Guș
Guă
Hategan
Iacobescu
Iova
Lupașcu
Manta
Melinte
Nae
Nemeș
Orban
Pap
Paraschivescu
Parvu
Plesa
Răileanu
Sasu
Șandru
Tiron
Udrescu
Ureche
Ursache
Borcan
Burciu
Chiper
Craciunescu
Dobrea
Gavriș
Hamza
Ionică
Lazarescu
Leca
Mihalca
Muscalu
Nechifor
Negru
Novac
Petrișor
Raileanu
Resiga
Rotar
Sarca
Sitaru
Stroie
Tănăsescu
Tudosie
Andronic
Anghelescu
Axente
Baicu
Bercea
Bordeianu
Borz
Buzea
Calotă
Cioara
Cismaru
Dascalu
Drăghia
Fechete
Fekete
Ferencz
Gherasim
Ghimpu
Gruia
Mareș
Mănescu
Nicu
Nuta
Osan
Pavelescu
Samson
Sarbu
Scurtu
Sfetcu
Suta
Szoke
Tănasie
Voina
Ariton
Balasa
Bora
Bran
Calugaru
Câmpean
Ciucu
Coca
Comănescu
Crunteanu
Hagiu
Jurj
Lică
Lorincz
Marchiș
Neamtu
Nicolaescu
Paduraru
Papuc
Para
Petrut
Pușcașu
Ristea
Rusan
Sălăgean
Sc
Sicoe
Stănilă
Surdu
Torok
Trușcă
Urse
Vîlcu
Vlase
Vlădescu
Alb
Banica
Birău
Breban
Bud
Burcea
Cerbu
Cernat
Cherecheș
Ciocoiu
Ciuciu
Curelea
Grigoras
Ivănescu
Lalu
Lefterache
Lica
Lukacs
Măciucă
Mustata
Nedelea
Pupăză
Purcaru
Puscasu
Roșioru
Rotariu
Sipos
Spînu
Tinca
Todoran
Tomulescu
Vărzaru
Zaharie
Zanfir
Bârsan
Bene
Botez
Cârstea
Călinescu
Căpăână
Ciubotariu
Copilu
Erdei
Fulga
Fulop
Gavril
Găman
Hogea
Ionascu
Lache
Lup
Magda
Muraru
Mutu
Neamu
Negrila
Petrean
Pricope
Rat
Ratiu
Răduă
Schinteie
Stănculescu
Suru
Szucs
Șandor
Tatar
Tripon
Uă
Vlaicu
Barabas
Bădulescu
Bălănescu
Boitor
Buga
Buruiană
Chiorean
Chitu
Cioban
Ciungu
Daia
Deliu
Drăgușin
Eremia
Gherghel
Ghergu
Ghica
Gyorfi
Hanganu
Ianculescu
Ioana
Jinga
Kadar
Kocsis
Leu
Mărgărit
Mărgineanu
Mihail
Mogoș
Oana
Oproiu
Panaitescu
Păduraru
Pănescu
Pîrvan
Pribeagu
Prună
Puia
Schiopu
Stăncescu
Teodoru
Vereș
Andras
Anghelache
Atanasiu
Biriș
Blidar
Bondoc
Breaz
Burcă
But
Caraman
Chirca
Cicio
Cojocariu
Costa
Costescu
Dărăban
Drăgulin
Enculescu
Feher
Găină
Herman
Hosu
Hotea
Hulea
Ilieș
Jucan
Lăpădat
Lupan
Lupascu
Maghiar
Manescu
Mateș
Măgureanu
Mic
Mihu
Mladin
Murgu
Nanu
Neculae
Nemeti
Nicorici
Oprișan
Pătrulescu
Perianu
Pescaru
Samoilă
Săvulescu
Stoenescu
Stuparu
Sturza
Surugiu
Tita
Tofan
Trofin
Truă
Vodă
Androne
Apostolescu
Bako
Bazavan
Becheru
Bercaru
Blaj
Bojan
Boldea
Brașoveanu
Bugeac
Bumb
Caraiman
Catrina
Condrea
Culea
Danila
Din
Donca
Fătu
Felecan
Floarea
Gaiă
Gavra
Gheorghita
Gica
Golea
Imre
Irimie
Lixandru
Luchian
Mardare
Maria
Mitru
Negrean
Negreanu
Pandele
Pâslaru
Patru
Păcuraru
Pădurean
Pletea
Postelnicu
Precup
Preoteasa
Rogojan
Spânu
Strat
Valeanu
Vass
Agache
Avramescu
Berbece
Bivolaru
Bobocea
Bogatu
Bonte
Boroș
Borza
Bostan
Butuc
Calota
Caragea
Chiritoiu
Cioară
Ciorba
Codrea
Codrean
Cruceanu
Daescu
Daraban
Davidescu
Dimofte
Dobai
Done
Dunca
Duta
Fabian
Firu
Gherase
Gogan
Gradinaru
Gutu
Iepure
Iovan
Iovănescu
Katona
Kerekes
Lazau
Marculescu
Mărcuș
Miklos
Mitran
Moisescu
Moroșanu
Patriche
Petruș
Pocol
Ra
Rădu
Săftoiu
Secară
Simescu
Stoia
Tabacu
Tanasie
Tarau
Trache
Tudorescu
Tutuianu
Untaru
Vida
Vornicu
Aciu
Agapie
Angelescu
Angheluă
Balea
Birsan
Blănaru
Boeru
Bonea
Botos
Bradea
Buciuman
Bularca
Burghelea
Burileanu
Calinescu
Caraba
Carstea
Cernea
Chirculescu
Ciuta
Dănăilă
Dorobantu
Dragota
Drăgu
Dumbravă
Enoiu
Fărcaș
Florica
Fotache
Fran
Geamănu
Ghee
Giura
Giurea
Gliga
Gogonea
Gudea
Gurău
Kiraly
Lacatusu
Lăcătuș
Lăzăroiu
Lemnaru
Lupulescu
Luta
Marinache
Moza
Murgoci
Naghi
Neaga
Oarga
Ochea
Oniga
Pârvulescu
Pascalau
Pascaru
Păcală
Păuna
Podar
Profir
Robu
Romanescu
Safta
Smarandache
Stanica
Ștef
Tamaș
Tirlea
Tuă
Vidican
Vîrlan
Vlădoiu
Abagiu
Andrieș
Arion
Armeanu
Bedo
Bejenaru
Birta
Bologa
Bontaș
Carbunaru
Chifor
Chirea
Cincă
Ciochina
Ciofu
Ciupe
Coada
Coroiu
Costan
Covaciu
Crainic
Creangă
Cretescu
Crudu
Dehelean
Dimulescu
Dobos
Dobrică
Dobrinescu
Doru
Dulgheru
Fanea
Frincu
Frunza
Furdui
Gherghina
Iftimie
Ilia
Iorgulescu
Junc
Lazea
Loghin
Macarie
Mare
Mariș
Micle
Modoran
Motoc
Nutu
Osman
Pătru
Petriș
Pîslaru
Popan
Poptile
Purice
Roca
Salajan
Spataru
Stef
Stegaru
Sterie
Stoican
Stoleru
Surd
Szakacs
Ștefănică
Ticu
Trasca
Ursescu
Vincze
Zisu
Anitas
Badita
Balaj
Băluă
Bodi
Brezoi
Buciu
Bumbac
Bura
Buzdugan
Cheregi
Chilom
Chiu
Ciobotea
Ciortan
Ciupercă
Cîrciumaru
Coadă
Cocea
Cocos
Coteanu
Dabija
Dodu
Domokos
Enăchescu
Fedorca
Fraitor
Frunză
Glăvan
Gogu
Grozav
Gugu
Guran
Hada
Hanga
Hodorogea
Holban
Huzum
Iordăchescu
Jula
Kosa
Lambru
Lohan
Macavei
Maior
Mara
Margarit
Mănăilă
Mereuă
Mirica
Moisă
Morosanu
Mo
Nistorescu
Oană
Oncescu
Orosz
Pancu
Parlea
Pasat
Pau
Paunescu
Roatis
Roșoga
Săvescu
Socol
Stanila
Sturzu
Susan
Șchiopu
Tat
Tătar
Truică
urcanu
Valea
Vartolomei
Vasiloiu
Văleanu
Voican
Vulcan
Amariei
Andronescu
Balica
Baltateanu
Balu
Baros
Bănescu
Berbec
Bob
Bogza
Bolocan
Bors
Brezeanu
Brînzan
Budai
Buica
Burca
Călugăru
Căpitanu
Cerghizan
Cioarec
Cionca
Ciortea
Cirjan
Cîmpeanu
Cîrjan
Comsa
Criste
Daogaru
Dinică
Dinulescu
Doboș
Dudău
Dumbrava
Enciu
Feier
Fleancu
Gaiu
Ghioca
Giurca
Giurcă
Giurgea
Graur
Grigor
Grigorie
Gros
Guu
Hera
Iamandi
Indrieș
Istrati
Ivanovici
Jercan
Jude
Kato
Kozma
Laza
Lepadatu
Lucan
Mares
Marinică
Mathe
Mărăcineanu
Miclaus
Mihăescu
Mihoc
Moroșan
Moș
Nemet
Niescu
Nuă
Oltei
Onel
Orza
Oșan
Oelea
Pasăre
Pascariu
Patrichi
Peicu
Peptan
Persa
Petrașcu
Petrica
Petru
Petrus
Plăcintă
Popoviciu
Potop
Racoviă
Răducu
Rob
Sauciuc
Sebestyen
Sinca
Sinescu
Soos
Suditu
Șerbănoiu
Taranu
Tatomir
Tia
Tocu
Trașcă
Turcanu
ucă
Urda
Vezentan
Vinan
Vlasceanu
Zaha
Acatrinei
Airinei
Andries
Andriescu
Apan
Baidoc
Banc
Barcan
Bartok
Bartos
Batog
Bădiă
Bălășoiu
Bejinaru
Benea
Berechet
Bereczki
Bodor
Bosca
Bratosin
Bretan
Bulacu
Bulgaru
Bunescu
Busoi
Bută
Caba
Calina
Caloian
Cardoș
Caruntu
Călinoiu
Cătănoiu
Cebuc
Cioran
Ciucur
Ciupitu
Ciutacu
Clapon
Cojan
Copaci
Cornescu
Covrig
Crăciunescu
Deleanu
Despa
Dina
Dobroiu
Domșa
Dragoi
Drăgănescu
Dumitran
Dumitras
Fășie
Fejer
Frâncu
Gaina
Galea
Gall
Gașpar
Gherga
Goran
Grad
Grasu
Grozea
Guna
Iacov
Ionel
Iovu
Istodor
Ivana
Josan
Kaiser
Kasa
Koncz
Lakatos
Lapadat
Lar
Leoveanu
Lichi
Liciu
Mailat
Marta
Mateiu
Mălăescu
Mercea
Metea
Mihaiu
Mircescu
Moisei
Moscu
Musca
Nacu
Nebunu
Nedelescu
Negrescu
Negură
Negu
Onica
Onu
Oprisan
Pais
Pall
Paraschiva
Pascal
Păsat
Peia
Pereș
Petean
Petria
Petrovici
Pieleanu
Piigoi
Pîrlea
Poiana
Potlog
Predoiu
Puie
Purcărea
Purcea
Purdescu
Pușcău
Raducu
Rata
Rizescu
Rogoz
Ruja
Samoila
Santa
Sav
Secu
Selegean
Silvestru
Slujitoru
Smărăndoiu
Sulea
Șipoș
Taban
Talos
Tanasa
Tanko
Tașcău
Timaru
Tonita
Trica
Trică
Truia
Tudorică
Tudorie
Tufeanu
Turlea
Văcaru
Vedinas
Vegh
Vlădu
Voinescu
Vrinceanu
Zoicas
Zugravu
Aldescu
Antohe
Antohi
Antoniu
Arsenie
Asociaia
Asztalos
Babeanu
Bacanu
Badulescu
Balasz
Baloi
Bancu
Banea
Barta
Basarab
Baston
Bălașa
Beldean
Benko
Bibire
Bobocel
Borcea
Brăila
Bujoreanu
Bulea
Buliga
Bulzan
Bungiu
Bursuc
Butean
Caia
Capota
Caprioru
Casu
Căta
Chelariu
Chioran
Chiosa
Chircu
Chirică
Cioaba
Cioc
Cioca
Ciuperca
Cîrlan
Corbeanu
Costinaș
Craioveanu
Cuceu
Culda
Deak
Dedu
Degeratu
Diaconeasa
Donciu
Dorca
Doroș
Dragusin
Dumitrana
Dumitrașc
Frant
Fugaru
Fulger
Geambașu
Ghișa
Ghiescu
Ghiura
Ginghina
Gordan
Gurgu
Haidu
Hanes
Hornoiu
Huiban
Iclenzan
Ionici
Iosifescu
Irimescu
Iuhas
Jecan
Jeflea
Keller
Kulcsar
Leș
Lipan
Lungeanu
Lungulescu
Lupse
Manolea
Marincas
Martinescu
Mastan
Mărculescu
Mezei
Miculescu
Mihart
Mihele
Mirescu
Mitache
Mitre
Mogoșanu
Moisi
Moldovanu
Movilă
Murg
Negruiu
Neicu
Nichifor
Niculcea
Oanea
Oncioiu
Onciu
Pacea
Panfil
Pantilie
Papa
Pasc
Pastor
Pătruescu
Pele
Pelin
Petran
Picu
Pitea
Pîrlog
Platon
Podaru
Praja
Predut
Preotu
Prioteasa
Pripon
Prisecaru
Proca
Prunescu
Racolta
Roibu
Rotea
Rupa
Serbanescu
Serea
Slabu
Smaranda
Sonea
Spinu
Sporea
Tabacaru
Tacu
Tamasan
Tăbăcaru
Tămaș
Tănăsoiu
Teodor
Tiutiu
Tîrziu
Tomozei
Topală
Topor
Trandafirescu
Tutunaru
Ursachi
Valcu
Velea
Vișoiu
Vlăsceanu
Zarioiu
Zota
Ana
Argint
Balla
Baluta
Barsan
Băcanu
Băleanu
Blidaru
Boboescu
Boc
Boiangiu
Bonciu
Bondar
Boșca
Both
Brad
Brânză
Brinzan
Brîndușan
Brujan
Bucătaru
Budea
Buică
Buse
Calciu
Câmpeanu
Campeanu
Capatina
Catargiu
Cătălin
Ceausu
Chelu
Chende
Chiata
Chiran
Chirica
Chivulescu
Ciceu
Cimpeanu
Cimpoieru
Cintar
Ciobotă
Ciochină
Ciocîrlan
Ciută
Cîrnu
Codita
Colceriu
Cola
Conea
Con
Corduneanu
Cotor
Creanga
Cre
Culic
Cupse
Dafinoiu
Dalea
Dăescu
Deaconescu
Denes
Dimache
Dobreanu
Dodan
Dolea
Domuta
Domua
Donea
Draghia
Dragut
Drugă
Ducu
Focșa
Freniu
Frosin
Funieru
Furtună
Galan
Gavris
Ghera
Ghetu
Ghinescu
Ghiran
Ghiurca
Gologan
Gorea
Grancea
Guiu
Halmi
Hegedus
Hendrik
Herghelegiu
Herlea
Hinoveanu
Hodisan
Hodor
Hodorog
Hristea
Huza
Iakab
Iana
Isvoranu
Ivanciu
Ivascu
Juganaru
Jugănaru
Kertesz
Lapusneanu
Lavric
Lăpuște
Lehene
Lengyel
Linte
Luncanu
Luncașu
Lupșa
Luă
Mândru
Margin
Marincaș
Mateaș
Matyas
Mălureanu
Mărgăritescu
Meca
Melcescu
Mermeze
Meszaros
Mezdrea
Mihali
Minculescu
Mioc
Mooc
Movileanu
Mucea
Negoescu
Nemeth
Nicodim
Nitescu
Ologu
Opris
Pacuraru
Padurean
Panduru
Pantelimon
Parasca
Pârlog
Păvăloiu
Petca
Petculescu
Petrov
Piroi
Pirvulescu
Pistolea
Pit
Pîrjol
Plescan
Plopeanu
Podgoreanu
Ponoran
Pricopi
Pricopie
Prundeanu
Puianu
Pupezescu
Rebegea
Roată
Rogobete
Ruican
Rusen
Saftiuc
Saulea
Săraru
Seres
Silea
Sion
Sipoș
Sisu
Smarand
Socaci
Stancovici
Stănoiu
Stelea
Sterian
Șovu
Takacs
Talpos
Tanasescu
Tarta
Todorescu
Tomodan
Trască
Trifa
Trip
Trocan
Trufaș
Trusca
Truta
Tuca
Tudoroiu
Tulbure
Tunaru
Tuns
Turcas
ugui
Udroiu
Ulmeanu
Varlan
Vascan
Văcărescu
Vinter
Vintila
Vintilescu
Vladut
Vrabete
Zăinescu
Abraham
Achimescu
Acs
Ancuta
Ancua
Andronie
Argetoianu
Arghiropol
Ariciu
Armanca
Asan
Asproniu
Aungurencei
Baban
Badet
Badoi
Balcanu
Balulescu
Baranga
Bălănean
Bărbuceanu
Beca
Benedek
Benga
Bilan
Birau
Birceanu
Bocioacă
Boda
Boian
Bolea
Boloș
Bolovan
Bona
Bostina
Boștină
Boteanu
Bozga
Braia
Brebu
Briceag
Briciu
Bugan
Bumbaru
Burdeanu
Burian
Burlan
Busu
Butan
Butaru
Bute
Butoianu
Caravan
Catrinoiu
Călugăr
Căpitănescu
Căruntu
Cătănescu
Cenuse
Chereji
Chicet
Chiuzbaian
Cimpoca
Cimpoeru
Cimpu
Cioaric
Ciobănescu
Ciolte
Cioroianu
Ciulpan
Ciuraru
Cîmpan
Cîmpian
Cîndea
Cocolea
Cocoș
Coldea
Comanescu
Condurache
Cora
Corcan
Corcheș
Corobea
Cote
Cozac
Cremenescu
Cretan
Crihana
Csapo
Csibi
Curte
Dana
Datcu
Decu
Despina
Dimoftache
Diă
Dobrotă
Doncea
Doros
Dragotă
Druga
Drule
Druă
Dumbrăveanu
Duulescu
Epuran
Farcau
Fildan
Filipoiu
Flore
Fudulu
Fusu
Gatea
Geanta
Gheu
Ghiocel
Ghiorghiu
Ghiriti
Glodan
Gociu
Godri
Gogota
Gorun
Grozăvescu
Gurita
Hajdu
Halasz
Han
Havasi
Heran
Hoancă
Hodis
Hoinaru
Horga
Horotan
Hreniuc
Huja
Hurduc
Husaru
Iacovici
Ianos
Ienciu
Iftode
Ile
Ilut
Iorgovan
Iosip
Iosub
Ivanescu
Jivan
Jora
Jura
Jurcă
Kerekeș
Lacatus
Laczko
Latis
Lăpușneanu
Lenghel
Leru
Leuștean
Lolea
Lungan
Lupsa
Mada
Maidan
Malia
Mandache
Marchis
Margineanu
Mark
Matieș
Mărășescu
Mătușanu
Meclea
Medrea
Mera
Meseșan
Mihaescu
Miloș
Mincă
Minoiu
Mitea
Mîndru
Monea
Mosescu
Motea
Mudure
Muja
Muntianu
Mustatea
Nazare
Neacsa
Nechiă
Negrut
Negut
Nenciu
Neniă
Nitulescu
Obretin
Oniciuc
Oniă
Onofre
Opriă
Ostafi
Paiu
Palaloga
Paliu
Pantazi
Parvulescu
Pasare
Paștiu
Pauna
Pădureanu
Petrisor
Piciu
Piele
Pislaru
Pleșea
Pordea
Pralea
Pupaza
Pura
Purcel
Racz
Raica
Robotin
Ruse
Sandulescu
Sauca
Scripcaru
Seceleanu
Sferle
Sichitiu
Simu
Sora
Stanciulescu
Stavar
Stirbu
Tabara
Talabă
Tancau
Tanislav
Taras
Teglas
Temelie
Tenea
Timiș
Tincu
Tîrcă
Topala
Topliceanu
Traistaru
Tripa
Tudora
Tudorancea
Tudorica
Tufan
Turea
ăranu
Ursa
Ușurelu
Vâlceanu
Vardianu
Varzaru
Vasiluă
Vilău
Virlan
Vitan
Vizireanu
Viziteu
Vladescu
Vlădulescu
Zainea
Zapciroiu
Zlate
Adetu
Aioanei
Albulescu
Alistar
Ambro
Anastasescu
Andrioiu
Arbănaș
Armașu
Arnăutu
Babici
Baghina
Baiasu
Balaceanu
Balanescu
Balo
Baran
Bardan
Bârgu
Băjan
Băloi
Băncilă
Beg
Bene
Bera
Bican
Birda
Biris
Bizon
Bîrlă
Blejan
Blendea
Bobia
Bodeanu
Boescu
Boghici
Boghiu
Boldan
Bolos
Bonta
Borca
Borcilă
Borda
Bordeanu
Bornea
Botoș
Boureanu
Brăilescu
Breje
Bucă
Bucurescu
Bulai
Bunget
Bunoiu
Burada
Burcescu
Bușilă
Buteanu
Butnariu
Calcan
Campian
Canciu
Cândea
Capră
Caranas
Casian
Căldăraru
Ceaușu
Cenușă
Cervinschi
Cherciu
Chindriș
Chiriloiu
Chiriescu
Chirioiu
Chitic
Cinca
Ciopec
Ciorea
Ciornei
Cioroiu
Ciubuc
Ciugudean
Ciurel
Ciurte
Cîrjaliu
Cociș
Coita
Cojoc
Colban
Comșa
Condor
Corciu
Costaș
Cotan
Cotoi
Craiciu
Craiu
Crihan
Crihană
Croicu
Croitorescu
Csaszar
Cseke
Csutak
Cucolas
Curca
Cutitoi
Damache
Damaschin
Dascăl
Ditcu
Dîrdală
Doană
Dobrican
Doman
Dondera
Dop
Dorin
Dragoescu
Drăghicescu
Drinceanu
Drugan
Dudaș
Dudau
Duicu
Dumitra
Dura
Durșină
Eleneș
Fara
Fatu
Făt
Felea
Feurdean
Filipaș
Filipov
Firulescu
Floroiu
Frandeș
Fratila
Fustos
Galiceanu
Gava
Geană
Ghenea
Gherghișan
Ghiurcuta
Glodeanu
Gocan
Goldea
Gomboș
Grăjdeanu
Grec
Greceanu
Guef
Guga
Gurau
Harapu
Hariton
Hecico
Hotca
Ică
Iconaru
Ignea
Ilău
Ilina
Ilyeș
Indrei
Ionaș
Ionica
Irimes
Irimieș
Isfan
Ispășoiu
Istudor
Jeler
Joita
Kadas
Karpinszki
Laiu
Lădaru
Leoca
Lesovici
Licu
Lificiu
Lipovan
Litoiu
Lobon
Lupoaie
Lupșan
Magyari
Maican
Manafu
Mangu
Mar
Marcovici
Mardale
Marghescu
Mârza
Mates
Mazalu
Măcăneaă
Medeleanu
Mija
Mitrica
Moca
Mogos
Mudura
Musceleanu
Mustăea
Nasta
Nastac
Neda
Negrău
Negrilă
Negroiu
Niulescu
Nuu
Obrocea
Ochean
Ojog
Olea
Onaca
Onose
Opre
Opritescu
Ota
Oel
Pâclișan
Palacean
Panainte
Pandelea
Pandelescu
Panescu
Pantazeanu
Panturu
Parohia
Paslaru
Pastramă
Pataki
Păsăreanu
Peres
Petra
Petrila
Petrindean
Petroiu
Petrovan
Pipernea
Piscanu
Pistol
Pleșcan
Plop
Ploscaru
Pogacean
Polgar
Ponea
Portik
Porumboiu
Potopea
Predoi
Priceputu
Protopopescu
Pruna
Purdel
Pustan
Rachieru
Radoi
Raduta
Rădan
Răduca
Risco
Riza
Rogoveanu
Rugină
Runceanu
Rusănescu
Sănduloiu
Săvoiu
Schiau
Scutariu
Seciu
Serac
Sime
Simina
Simoiu
Simu
Sina
Slavu
Stănciucu
Stîngu
Stoean
Stoianovici
Strîmbu
Știrbu
Șuta
Șuteu
Talaba
Tarba
Tănasă
Tătucu
Tiganus
Tirle
Tiulescu
Tobă
Tomșa
Tomuș
Trăilescu
Tudosă
Tufa
Turbureanu
Turmac
Turturica
Tutui
apu
Udma
Ulici
Unguru
Urdea
Ursan
Ursu
Urucu
Valean
Vascu
Venter
Verdes
Verdeș
Vila
Vilceanu
Vilcu
Vit
Vîrzob
Voicilă
Vrânceanu
Vrînceanu
Zimbru
Zoltan
Zorio
Agavriloaiei
Ailincăi
Albei
Alstani
Amzăr
Anastase
Aparaschivei
Arbănași
Arcalean
Argesanu
Artene
Augustin
Azoitei
Bacescu
Badica
Bajko
Balasoiu
Balaș
Balta
Baltatoiu
Bancos
Banescu
Bar
Barabaș
Barbuceanu
Barbur
Bardocz
Bartoc
Băban
Bădărău
Bădică
Bădoiu
Băjenaru
Bănucu
Bănuă
Bătrânu
Bedreagă
Beke
Beldiman
Berciu
Berescu
Bicu
Big
Birlan
Bloju
Bobei
Bodog
Boghian
Bolog
Bologea
Bontea
Borbely
Bordeiu
Borș
Bradu
Brandibur
Brencea
Brici
Budu
Bulancea
Bulucea
